ID_Cliente,Idade,Genero,Estado,Plano,Tempo_Cliente_Meses,Mensalidade,Uso_Mensal_Horas,Quantidade_Chamados,Atrasos_Pagamento,Forma_Pagamento,Churn
364,66,Feminino,RJ,Premium,29,205.0,10,10,6,Boleto,Sim
365,49,Feminino,PR,Básico,53,53.0,63,3,1,Boleto,Sim
366,63,Masculino,CE,Padrão,14,116.0,63,10,6,Boleto,Não
367,49,Masculino,MG,Básico,68,73.0,98,6,6,Boleto,Não
368,24,Feminino,PE,Padrão,42,114.0,48,9,5,Débito Automático,Não
369,46,Feminino,PR,Básico,18,63.0,30,11,4,Boleto,Sim
370,57,Masculino,BA,Premium,38,246.0,95,2,5,Cartão de Crédito,Não
371,66,Feminino,PE,Padrão,72,127.0,108,10,5,Cartão de Crédito,Sim
372,51,Masculino,RS,Básico,4,62.0,92,10,0,Débito Automático,Sim
373,27,Masculino,PR,Básico,38,56.0,100,0,2,Pix,Não
374,33,Feminino,SP,Premium,37,166.0,6,6,3,Débito Automático,Não
375,30,Masculino,PR,Premium,57,241.0,42,11,5,Pix,Não
376,29,Feminino,RS,Premium,10,225.0,21,1,3,Boleto,Sim
377,55,Feminino,SP,Padrão,1,119.0,104,2,0,Débito Automático,Sim
378,49,Masculino,RJ,Premium,71,250.0,105,5,4,Boleto,Sim
379,44,Feminino,BA,Premium,69,204.0,42,3,1,Boleto,Não
380,66,Feminino,PR,Premium,68,243.0,120,0,0,Boleto,Não
381,20,Feminino,SP,Premium,42,174.0,71,6,2,Débito Automático,Não
382,50,Masculino,RJ,Premium,58,197.0,26,10,1,Cartão de Crédito,Não
383,58,Masculino,PE,Básico,27,71.0,87,10,3,Cartão de Crédito,Não
384,65,Masculino,RS,Premium,20,202.0,76,0,0,Cartão de Crédito,Sim
385,54,Masculino,PE,Básico,34,63.0,91,10,3,Cartão de Crédito,Não
386,52,Feminino,RJ,Básico,9,74.0,42,0,5,Débito Automático,Não
387,56,Feminino,MG,Básico,37,74.0,73,6,6,Boleto,Não
388,26,Feminino,SP,Premium,51,197.0,75,10,1,Boleto,Sim
389,25,Feminino,PR,Básico,1,68.0,100,8,4,Débito Automático,Não
390,31,Masculino,RJ,Padrão,66,100.0,28,3,4,Cartão de Crédito,Não
391,72,Masculino,PR,Premium,60,169.0,97,4,5,Pix,Sim
392,39,Masculino,BA,Padrão,17,131.0,67,1,2,Pix,Não
393,39,Feminino,PE,Premium,40,179.0,26,9,4,Cartão de Crédito,Sim
394,38,Masculino,BA,Básico,29,72.0,117,6,2,Pix,Não
395,47,Masculino,RS,Padrão,46,109.0,114,8,0,Boleto,Sim
396,75,Masculino,SP,Premium,26,240.0,109,1,5,Pix,Sim
397,67,Feminino,MG,Premium,28,230.0,51,4,4,Pix,Não
398,32,Masculino,PR,Premium,38,224.0,113,8,0,Boleto,Não
399,66,Masculino,CE,Premium,18,182.0,50,9,4,Cartão de Crédito,Não
400,32,Feminino,PE,Padrão,30,106.0,65,3,0,Pix,Não
401,74,Feminino,RS,Básico,6,70.0,79,11,4,Boleto,Sim
402,42,Masculino,PE,Premium,49,243.0,50,1,4,Débito Automático,Não
403,49,Feminino,PR,Padrão,1,98.0,24,2,1,Boleto,Sim
404,28,Feminino,CE,Padrão,16,104.0,66,12,2,Boleto,Não
405,55,Masculino,SP,Básico,53,50.0,119,2,4,Boleto,Não
406,21,Masculino,RS,Básico,34,79.0,15,6,4,Boleto,Não
407,46,Masculino,MG,Premium,61,181.0,84,3,6,Débito Automático,Não
408,28,Feminino,MG,Premium,44,236.0,18,9,0,Cartão de Crédito,Sim
409,30,Masculino,RJ,Premium,65,179.0,16,9,0,Pix,Sim
410,60,Feminino,SP,Básico,70,76.0,94,10,3,Pix,Não
411,32,Feminino,CE,Padrão,49,127.0,103,9,0,,Não
412,72,Masculino,RJ,Básico,37,69.0,71,4,1,Cartão de Crédito,Sim
413,42,Feminino,RS,Premium,27,212.0,114,5,0,Pix,Não
414,54,Feminino,MG,Padrão,36,115.0,52,6,4,Pix,Não
415,34,Masculino,PR,Padrão,45,135.0,62,11,1,Boleto,Não
416,24,Masculino,MG,Básico,66,62.0,54,12,4,Cartão de Crédito,Não
417,69,Feminino,RJ,Básico,19,65.0,82,1,0,Cartão de Crédito,Não
418,64,Masculino,MG,Padrão,52,131.0,86,4,5,Pix,Não
419,46,Masculino,MG,Básico,26,77.0,91,4,1,Cartão de Crédito,Sim
420,41,Feminino,PE,Básico,1,55.0,80,12,3,Boleto,Sim
421,51,Feminino,BA,Básico,9,79.0,109,4,5,Débito Automático,Não
422,32,Masculino,RJ,Premium,25,233.0,69,0,2,Débito Automático,Não
423,39,Feminino,PE,Básico,66,80.0,77,12,4,Pix,Sim
424,67,Masculino,CE,Básico,44,80.0,19,10,3,Débito Automático,Não
425,22,Feminino,SP,Padrão,29,134.0,94,12,2,Débito Automático,Não
426,33,Feminino,BA,Padrão,12,133.0,50,1,4,Boleto,Não
427,75,Masculino,PR,Premium,35,247.0,116,3,3,Débito Automático,Não
428,31,Masculino,RJ,Básico,26,76.0,91,5,1,Pix,Não
429,57,Feminino,CE,Básico,70,80.0,28,5,4,Débito Automático,Sim
430,43,Feminino,PE,Básico,17,51.0,115,7,4,Boleto,Sim
431,47,Feminino,RJ,Básico,67,64.0,46,0,0,Débito Automático,Não
432,57,Feminino,BA,Padrão,24,106.0,28,4,3,Pix,Não
433,45,Feminino,MG,Básico,54,72.0,78,5,6,Boleto,Não
434,54,Feminino,PR,Premium,30,194.0,23,12,1,Boleto,Não
435,48,Feminino,CE,Básico,23,63.0,43,10,4,Débito Automático,Sim
436,53,Feminino,CE,Premium,7,248.0,112,2,0,Cartão de Crédito,Sim
437,46,Feminino,BA,Premium,43,206.0,7,8,4,Pix,Não
438,25,Feminino,BA,Padrão,26,126.0,46,10,4,Pix,Sim
439,67,Masculino,MG,Premium,58,208.0,86,9,2,Débito Automático,Não
440,44,Feminino,RS,Premium,52,170.0,95,2,2,Débito Automático,Não
441,56,Feminino,PE,Premium,51,206.0,26,11,4,Boleto,Não
442,72,Masculino,PR,Básico,17,73.0,26,4,5,Pix,Não
443,24,Masculino,RJ,Básico,9,79.0,38,0,0,Boleto,Não
444,23,Masculino,MG,Premium,50,191.0,72,11,2,Boleto,Não
445,19,Feminino,CE,Básico,46,77.0,22,7,6,Boleto,Não
446,55,Feminino,BA,Premium,59,241.0,66,9,3,Boleto,Não
447,69,Masculino,MG,Básico,57,59.0,49,4,1,Débito Automático,Não
448,48,Feminino,PR,Premium,2,221.0,106,4,0,Cartão de Crédito,Não
449,53,Feminino,,Padrão,25,125.0,33,6,1,Débito Automático,Não
450,23,Feminino,RS,Padrão,31,138.0,57,12,5,Boleto,Não
451,72,Feminino,CE,Básico,24,54.0,29,10,3,Débito Automático,Não
452,19,Feminino,SP,Básico,7,67.0,34,1,2,Cartão de Crédito,Sim
453,27,Feminino,CE,Básico,64,56.0,94,4,6,Cartão de Crédito,Não
454,39,Masculino,RS,Básico,19,51.0,109,1,4,Pix,Não
455,71,Masculino,SP,Básico,16,74.0,30,6,6,Pix,Não
456,65,Feminino,MG,Básico,67,71.0,85,6,5,Cartão de Crédito,Não
457,65,Masculino,PR,Premium,67,221.0,19,10,2,Boleto,Sim
458,58,Masculino,SP,Padrão,42,100.0,10,9,0,Pix,Não
459,62,Feminino,SP,Premium,20,171.0,12,3,1,Débito Automático,Não
460,59,Feminino,CE,Básico,69,,98,7,1,Boleto,Não
461,19,Feminino,RS,Premium,49,177.0,74,4,0,Pix,Não
462,30,Masculino,RJ,Premium,24,201.0,72,11,3,Boleto,Sim
463,46,Feminino,MG,Padrão,34,113.0,118,0,6,Cartão de Crédito,Não
464,57,Masculino,CE,Padrão,31,136.0,103,10,4,Boleto,Não
465,57,Masculino,SP,Padrão,42,131.0,111,1,0,Boleto,Não
466,29,Feminino,CE,Básico,26,53.0,72,1,0,Débito Automático,Não
467,21,Masculino,CE,Padrão,29,135.0,107,0,1,Cartão de Crédito,Não
468,41,Masculino,RJ,Premium,54,250.0,111,0,6,Débito Automático,Não
469,22,Masculino,MG,Básico,67,53.0,76,8,3,Pix,Sim
470,65,Masculino,MG,Básico,46,71.0,75,10,3,Pix,Não
471,50,Feminino,BA,Padrão,21,128.0,57,5,2,Pix,Não
472,70,Feminino,BA,Premium,42,232.0,62,8,1,Pix,Não
473,43,Feminino,SP,Básico,5,59.0,43,8,1,Boleto,Não
474,31,Masculino,RJ,Padrão,3,134.0,9,8,4,Pix,Sim
475,40,Feminino,RJ,Básico,18,58.0,78,3,1,Pix,Não
476,54,Masculino,RS,Básico,10,73.0,9,2,3,Pix,Não
477,23,Masculino,PE,Básico,43,61.0,11,1,6,Débito Automático,Não
478,51,Masculino,SP,Básico,41,67.0,91,5,4,Pix,Não
479,46,Masculino,BA,Premium,65,215.0,15,4,6,Pix,Não
480,54,Masculino,MG,Premium,7,193.0,66,1,3,Boleto,Não
481,49,Feminino,BA,Padrão,26,129.0,92,3,1,Cartão de Crédito,Sim
482,25,Masculino,RS,Premium,53,204.0,26,3,2,Débito Automático,Não
483,57,Masculino,RJ,Padrão,19,92.0,99,3,5,Cartão de Crédito,Não
484,33,Feminino,CE,Premium,19,161.0,65,5,5,Cartão de Crédito,Não
485,39,Feminino,MG,Básico,69,56.0,93,8,6,Cartão de Crédito,Sim
486,42,Feminino,SP,Premium,68,181.0,64,0,2,Cartão de Crédito,Não
487,22,Feminino,PR,Padrão,35,132.0,53,1,0,Cartão de Crédito,Não
488,75,Feminino,SP,Padrão,63,128.0,10,1,1,Boleto,Não
489,51,Feminino,RS,Padrão,43,115.0,35,0,2,Débito Automático,Não
490,69,Feminino,PE,Básico,33,78.0,89,8,2,Boleto,Sim
491,23,Masculino,MG,Premium,49,238.0,59,10,5,Débito Automático,Sim
492,56,Masculino,MG,Padrão,58,98.0,44,10,1,Boleto,Não
493,45,Feminino,MG,Básico,21,60.0,98,8,5,Cartão de Crédito,Sim
494,66,Feminino,MG,Padrão,53,116.0,104,7,5,Boleto,Não
495,24,Masculino,PR,Básico,24,50.0,34,9,2,Cartão de Crédito,Não
496,40,Masculino,PE,Básico,62,54.0,67,7,5,Pix,Não
497,26,Feminino,PR,,25,57.0,100,12,0,Boleto,Não
498,66,Feminino,PR,Básico,9,55.0,59,7,5,Pix,Sim
499,67,Masculino,RJ,Básico,49,73.0,62,9,5,Pix,Não
500,70,Masculino,PR,Básico,32,66.0,42,11,0,Pix,Não
501,43,Masculino,CE,Padrão,37,100.0,111,4,4,Pix,Não
502,23,Feminino,BA,Premium,65,234.0,62,11,4,Cartão de Crédito,Sim
503,29,Masculino,RJ,Padrão,26,119.0,16,4,2,Cartão de Crédito,Não
504,63,Masculino,PE,Padrão,47,123.0,75,6,5,Pix,Não
505,20,Masculino,PE,Básico,43,68.0,44,2,6,Débito Automático,Sim
506,64,Feminino,SP,Padrão,37,101.0,63,2,1,Pix,Sim
507,72,Feminino,CE,Padrão,70,90.0,57,7,1,Pix,Não
508,23,Masculino,SP,Premium,1,195.0,28,9,5,Boleto,Sim
509,21,Feminino,BA,Premium,45,164.0,16,10,4,Cartão de Crédito,Não
510,24,Masculino,CE,Padrão,23,133.0,100,9,5,Débito Automático,Não
511,20,Masculino,RS,Básico,39,60.0,65,1,6,Boleto,Não
512,25,Masculino,RJ,Premium,36,212.0,78,8,1,Cartão de Crédito,Não
513,48,Feminino,MG,Premium,37,200.0,83,4,4,Pix,Não
514,51,Masculino,SP,Premium,64,238.0,20,3,5,Cartão de Crédito,Não
515,47,Feminino,PR,Premium,16,238.0,6,6,3,Boleto,Sim
516,62,Masculino,RJ,Padrão,33,94.0,92,4,4,Débito Automático,Não
517,39,Feminino,CE,Padrão,4,101.0,107,5,6,Cartão de Crédito,Sim
518,59,Feminino,SP,Básico,62,54.0,111,8,2,Débito Automático,Não
519,54,Feminino,RJ,Premium,41,162.0,24,3,4,Débito Automático,Não
520,71,Masculino,RJ,Básico,44,62.0,115,2,4,Débito Automático,Não
521,63,Feminino,PR,Padrão,5,116.0,72,7,1,Débito Automático,Não
522,29,Feminino,MG,Básico,48,75.0,29,1,3,Débito Automático,Não
523,48,Masculino,PR,Premium,68,201.0,97,2,6,Cartão de Crédito,Não
524,47,Masculino,BA,Padrão,67,90.0,64,0,5,Cartão de Crédito,Não
525,24,Masculino,RS,Premium,40,199.0,40,10,1,Débito Automático,Não
526,67,Masculino,PR,Padrão,16,99.0,74,4,0,Débito Automático,Sim
527,53,Feminino,BA,Padrão,35,135.0,74,9,1,Pix,Sim
528,21,Feminino,PE,Básico,4,65.0,27,1,3,Pix,Sim
529,57,Feminino,MG,Padrão,40,102.0,16,12,4,Pix,Sim
530,24,Masculino,MG,Padrão,40,131.0,115,12,3,Débito Automático,Não
531,41,Feminino,CE,Padrão,24,132.0,8,12,6,Cartão de Crédito,Não
532,48,Masculino,RJ,Básico,45,65.0,56,4,6,Cartão de Crédito,Sim
533,38,Masculino,PR,Premium,10,228.0,75,7,3,Boleto,Não
534,48,Feminino,BA,Padrão,9,103.0,74,9,3,Boleto,Não
535,29,Feminino,BA,Premium,10,233.0,76,7,0,Cartão de Crédito,Não
536,70,Feminino,BA,Padrão,23,115.0,68,9,0,Cartão de Crédito,Não
537,23,Masculino,CE,Básico,18,78.0,73,12,0,Débito Automático,Não
538,42,Feminino,PE,Premium,58,247.0,96,5,2,Débito Automático,Não
539,23,Feminino,SP,Premium,2,211.0,5,2,6,Débito Automático,Sim
540,25,Feminino,PE,Padrão,4,117.0,53,9,3,Pix,Não
541,52,Feminino,PE,Básico,23,65.0,24,8,3,Débito Automático,Não
542,73,Feminino,,Premium,17,,22,10,0,Cartão de Crédito,Sim
543,26,Feminino,PE,Premium,54,249.0,75,9,3,Pix,Não
544,42,Masculino,RS,Padrão,29,117.0,57,0,4,Débito Automático,Não
545,20,Masculino,MG,Básico,62,72.0,98,9,3,Débito Automático,Não
546,47,Masculino,RS,Premium,11,171.0,83,3,3,Cartão de Crédito,Não
547,75,Feminino,PE,Padrão,69,90.0,50,7,4,Débito Automático,Não
548,36,Masculino,CE,Básico,5,72.0,79,11,6,Boleto,Sim
549,54,Masculino,RJ,Básico,38,75.0,113,0,2,Débito Automático,Não
550,34,Masculino,CE,Básico,36,58.0,52,11,0,Boleto,Não
551,34,Masculino,MG,Premium,31,227.0,112,0,2,Pix,Não
552,66,Feminino,SP,Padrão,50,132.0,87,11,5,Débito Automático,Sim
553,66,Masculino,PE,Básico,7,55.0,92,7,2,Pix,Não
554,48,Feminino,SP,Padrão,19,117.0,17,4,6,Débito Automático,Não
555,72,Feminino,CE,Padrão,35,107.0,103,12,0,Boleto,Sim
556,64,Masculino,SP,Premium,25,246.0,111,11,1,Cartão de Crédito,Não
557,18,Feminino,RS,Padrão,13,96.0,29,7,2,Cartão de Crédito,Não
558,19,Masculino,RJ,Premium,12,244.0,114,3,4,Boleto,Não
559,42,Masculino,CE,Premium,24,249.0,40,2,2,Pix,Não
560,62,Feminino,BA,Premium,42,169.0,12,4,6,Débito Automático,Sim
561,70,Feminino,RJ,Padrão,23,94.0,23,3,4,Pix,Não
562,31,Feminino,CE,Premium,14,193.0,7,1,0,Pix,Sim
563,27,Feminino,PE,Premium,1,245.0,78,6,2,Cartão de Crédito,Sim
564,50,Masculino,PR,Premium,63,211.0,5,11,6,Pix,Não
565,62,Masculino,RJ,Padrão,16,124.0,51,5,5,Débito Automático,Não
566,23,Masculino,RS,Padrão,38,102.0,94,8,0,Pix,Não
567,75,Masculino,PR,Básico,46,65.0,8,7,5,Boleto,Sim
568,49,Feminino,SP,Padrão,9,124.0,9,4,3,Débito Automático,Não
569,21,Feminino,MG,Padrão,6,97.0,99,12,5,Boleto,Não
570,22,Masculino,SP,Básico,19,65.0,27,7,4,Cartão de Crédito,Sim
571,75,Masculino,RJ,Padrão,13,129.0,68,9,0,Boleto,Não
572,22,Masculino,BA,Básico,55,60.0,112,6,2,Boleto,Sim
573,66,Masculino,BA,Básico,23,60.0,75,4,1,Boleto,Não
574,46,Masculino,CE,Básico,6,54.0,15,9,3,Cartão de Crédito,Não
575,18,Feminino,MG,Básico,12,72.0,31,4,3,Boleto,Não
576,58,Masculino,CE,Padrão,67,116.0,83,2,4,Cartão de Crédito,Não
577,58,Masculino,BA,Padrão,45,90.0,115,3,1,Boleto,Não
578,47,Feminino,CE,Premium,27,184.0,27,1,6,Boleto,Sim
579,60,Feminino,SP,Básico,7,70.0,18,3,3,Cartão de Crédito,Sim
580,52,Masculino,CE,Básico,21,75.0,80,8,0,Débito Automático,Sim
581,44,Feminino,PR,Básico,42,57.0,53,5,1,Boleto,Sim
582,22,Feminino,BA,Padrão,63,117.0,22,3,4,Pix,Não
583,64,Masculino,RS,Básico,46,58.0,22,2,0,Cartão de Crédito,Não
584,72,Masculino,PR,Padrão,59,100.0,16,3,2,Pix,Não
585,72,Masculino,PE,Premium,63,235.0,99,7,6,Boleto,Não
586,33,Feminino,SP,Padrão,56,104.0,10,2,4,Pix,Não
587,64,Masculino,CE,Premium,5,210.0,68,7,6,Boleto,Não
588,23,,RJ,Premium,2,212.0,7,3,1,Pix,Não
589,60,Feminino,CE,Padrão,21,119.0,103,11,4,Boleto,Sim
590,73,Masculino,RJ,Premium,52,207.0,54,10,3,Débito Automático,Não
591,51,Masculino,RJ,Básico,38,63.0,84,11,4,Débito Automático,Sim
592,65,Feminino,SP,Básico,66,80.0,51,0,0,Débito Automático,Não
593,29,Feminino,PR,Premium,72,231.0,74,11,6,Cartão de Crédito,Sim
594,59,Feminino,RS,Padrão,27,137.0,11,5,2,Cartão de Crédito,Não
595,41,Feminino,CE,Padrão,58,122.0,84,1,3,Débito Automático,Não
596,69,Feminino,RJ,Premium,9,171.0,18,1,3,Boleto,Não
597,35,Feminino,MG,Básico,19,65.0,65,8,5,Débito Automático,Sim
598,44,Feminino,PE,Padrão,3,102.0,79,0,6,Débito Automático,Não
599,59,Feminino,CE,Premium,42,245.0,43,11,4,Boleto,Não
600,75,Masculino,MG,Padrão,22,106.0,50,7,2,Débito Automático,Não
601,47,Masculino,MG,Básico,21,72.0,35,2,1,Cartão de Crédito,Não
602,20,Masculino,BA,Padrão,17,106.0,49,2,1,Boleto,Não
603,41,Feminino,MG,Padrão,70,124.0,63,1,0,Débito Automático,Não
604,27,Feminino,MG,Básico,70,66.0,107,11,2,Pix,Não
605,39,Feminino,SP,Premium,15,165.0,56,2,5,Boleto,Não
606,46,Masculino,RS,Padrão,12,93.0,30,10,1,Cartão de Crédito,Não
607,23,Feminino,SP,Premium,58,171.0,90,8,3,Débito Automático,Sim
608,43,Feminino,CE,Básico,55,61.0,116,0,2,Cartão de Crédito,Não
609,31,Feminino,PE,Premium,57,216.0,22,4,1,Cartão de Crédito,Não
610,27,Masculino,SP,Básico,39,65.0,57,1,4,Débito Automático,Não
611,44,Feminino,RS,Básico,72,64.0,75,12,1,Pix,Sim
612,20,Masculino,RS,Padrão,39,125.0,43,3,0,Pix,Não
613,25,Masculino,RS,Premium,37,222.0,68,11,5,Cartão de Crédito,Sim
614,56,Feminino,RJ,Premium,47,232.0,52,6,6,Cartão de Crédito,Não
615,72,Masculino,BA,Padrão,21,93.0,25,5,3,Cartão de Crédito,Não
616,35,Masculino,PR,Padrão,54,112.0,103,4,2,Boleto,Não
617,66,Feminino,RJ,Básico,22,67.0,73,10,6,Débito Automático,Sim
618,70,Feminino,MG,Básico,2,54.0,18,5,6,Boleto,Sim
619,27,Masculino,PE,Premium,29,231.0,63,9,5,Cartão de Crédito,Não
620,25,Feminino,BA,Básico,3,65.0,27,11,2,Débito Automático,Sim
621,19,Masculino,PR,Premium,16,248.0,21,2,5,Cartão de Crédito,Sim
622,45,Masculino,SP,Premium,15,221.0,106,12,3,Cartão de Crédito,Sim
623,48,Masculino,PR,Básico,33,51.0,80,10,0,Boleto,Não
624,29,Feminino,BA,Premium,45,178.0,25,11,2,Boleto,Não
625,50,Feminino,MG,Premium,9,161.0,120,8,1,Cartão de Crédito,Não
626,64,Masculino,CE,Básico,28,79.0,91,7,2,Cartão de Crédito,Não
627,29,Feminino,RJ,Padrão,49,103.0,64,3,3,Cartão de Crédito,Não
628,51,Masculino,BA,Básico,64,74.0,68,4,4,Cartão de Crédito,Não
629,42,Feminino,RS,Padrão,59,137.0,114,10,6,Pix,Sim
630,30,Feminino,RJ,Básico,61,80.0,55,2,0,Pix,Não
631,51,Masculino,MG,Premium,11,210.0,13,6,5,Débito Automático,Não
632,30,Feminino,RS,Padrão,26,115.0,102,3,6,Débito Automático,Não
633,66,Feminino,MG,Premium,52,245.0,103,9,3,Pix,Não
634,24,Masculino,RJ,Básico,33,65.0,68,10,1,Cartão de Crédito,Sim
635,29,Feminino,CE,Padrão,42,109.0,30,9,0,Débito Automático,Não
636,60,Masculino,SP,Padrão,63,106.0,60,5,6,Cartão de Crédito,Não
637,42,Feminino,MG,Padrão,41,114.0,67,7,0,Pix,Sim
638,26,Feminino,CE,Padrão,50,138.0,76,9,5,Boleto,Não
639,50,Feminino,BA,Básico,51,58.0,12,6,4,Cartão de Crédito,Não
640,55,Feminino,PE,Básico,17,76.0,17,12,5,Pix,Não
641,40,Feminino,RJ,Padrão,53,93.0,93,3,1,Cartão de Crédito,Não
642,73,Feminino,PE,Padrão,15,100.0,39,8,2,Cartão de Crédito,Sim
643,62,Feminino,RJ,Padrão,3,114.0,93,6,2,Boleto,Não
644,39,Feminino,PE,Padrão,65,138.0,30,5,1,Pix,Não
645,58,Feminino,PR,Básico,69,56.0,84,0,2,Cartão de Crédito,Não
646,63,Feminino,PE,Premium,13,194.0,31,1,4,Débito Automático,Não
647,68,Feminino,PE,Básico,39,66.0,37,10,4,Pix,Sim
648,60,Feminino,PR,Premium,24,240.0,89,11,4,Pix,Não
649,35,Masculino,BA,Premium,69,215.0,64,9,5,Boleto,Não
650,33,Masculino,PR,Básico,39,77.0,113,5,6,Pix,Não
651,35,Masculino,PR,Padrão,21,133.0,8,3,3,Boleto,Não
652,69,Masculino,MG,Padrão,60,125.0,39,6,5,Boleto,Não
653,19,Feminino,SP,Padrão,36,125.0,12,10,6,Cartão de Crédito,Sim
654,38,Masculino,PE,Premium,39,212.0,112,5,5,Boleto,Não
655,33,Feminino,CE,Básico,65,79.0,118,10,6,Cartão de Crédito,Não
656,33,Masculino,PE,Premium,16,202.0,32,9,5,Boleto,Sim
657,24,Feminino,BA,Básico,28,58.0,94,4,6,Cartão de Crédito,Não
658,38,Feminino,CE,Premium,55,191.0,96,4,6,Débito Automático,Não
659,70,Masculino,PR,Padrão,3,128.0,37,11,5,Pix,Não
660,37,Feminino,PE,Premium,47,175.0,6,8,6,Pix,Sim
661,34,Masculino,CE,Padrão,12,138.0,85,4,1,Débito Automático,Não
662,74,Feminino,CE,Premium,53,195.0,99,1,6,Pix,Não
663,71,Feminino,PE,Padrão,55,96.0,82,11,2,Débito Automático,Não
664,47,Masculino,SP,Premium,4,242.0,56,10,1,Boleto,Não
665,58,Masculino,PE,Padrão,41,95.0,106,2,1,Débito Automático,Não
666,46,Feminino,PR,Padrão,18,,15,9,6,Pix,Sim
667,41,Masculino,RJ,Básico,51,78.0,64,3,0,Boleto,Não
668,34,Masculino,BA,Premium,22,239.0,26,6,4,Cartão de Crédito,Não
669,18,Masculino,PR,Premium,68,218.0,115,10,3,Débito Automático,Sim
670,36,Feminino,PR,Premium,64,215.0,58,3,4,Boleto,Sim
671,44,,CE,Básico,4,59.0,15,9,3,Cartão de Crédito,Não
672,48,Feminino,RS,Básico,42,72.0,14,3,5,Cartão de Crédito,Não
673,53,Masculino,SP,Básico,7,60.0,37,5,4,Pix,Não
674,37,Feminino,BA,Padrão,48,125.0,117,9,1,Pix,Sim
675,26,Masculino,MG,Básico,41,72.0,68,2,2,Débito Automático,Sim
676,65,Feminino,MG,Padrão,56,106.0,45,12,2,Pix,Não
677,66,Masculino,SP,Básico,72,77.0,34,12,3,Boleto,Sim
678,20,Feminino,SP,Padrão,34,135.0,61,6,0,Débito Automático,Não
679,63,Feminino,RJ,Premium,63,174.0,31,11,6,Débito Automático,Sim
680,29,Masculino,MG,Básico,66,76.0,58,10,4,Cartão de Crédito,Sim
681,33,Masculino,PE,Padrão,13,111.0,52,4,5,Cartão de Crédito,Não
682,71,Feminino,SP,Padrão,20,95.0,47,11,5,Cartão de Crédito,Não
683,59,Feminino,BA,Premium,58,232.0,107,2,1,Cartão de Crédito,Não
684,65,Masculino,PE,Básico,71,80.0,16,1,3,Cartão de Crédito,Não
685,72,Masculino,RJ,Básico,21,62.0,43,4,5,Pix,Não
686,69,Feminino,PR,Padrão,40,133.0,67,2,2,Pix,Não
687,74,Feminino,MG,Padrão,61,126.0,60,6,0,Pix,Não
688,23,Masculino,CE,Básico,66,60.0,72,3,5,Cartão de Crédito,Não
689,36,Feminino,PR,Padrão,56,120.0,71,2,1,Pix,Não
690,36,Feminino,RJ,Premium,7,165.0,64,8,0,Débito Automático,Não
691,40,Masculino,MG,Padrão,11,122.0,112,1,5,Pix,Não
692,20,Feminino,RS,Básico,54,78.0,48,5,4,Boleto,Não
693,31,Masculino,SP,Básico,11,73.0,55,10,0,Cartão de Crédito,Sim
694,18,Feminino,RS,Básico,62,64.0,84,10,5,Débito Automático,Não
695,62,Masculino,SP,Premium,51,171.0,94,2,1,Boleto,Sim
696,72,Masculino,RJ,Básico,27,65.0,43,10,1,Pix,Não
697,27,Feminino,CE,Padrão,55,97.0,7,2,5,Pix,Não
698,55,Feminino,PE,Básico,26,59.0,113,0,2,Pix,Sim
699,65,Feminino,PR,Premium,71,222.0,96,6,3,Cartão de Crédito,Não
700,51,Feminino,CE,Básico,55,68.0,19,1,2,Pix,Não
701,57,Masculino,CE,Premium,45,215.0,49,0,1,Pix,Não
702,32,Feminino,MG,Premium,29,203.0,118,9,6,Débito Automático,Não
703,64,Feminino,MG,Premium,50,246.0,84,10,5,Boleto,Sim
704,36,Feminino,RJ,Premium,12,176.0,106,2,1,Pix,Não
705,49,Feminino,MG,Padrão,31,125.0,27,0,2,Cartão de Crédito,Não
706,69,Feminino,RS,Básico,44,63.0,48,3,0,Débito Automático,Não
707,67,Masculino,CE,Básico,72,58.0,107,8,4,Pix,Não
708,71,Masculino,RJ,Básico,14,75.0,26,12,6,Cartão de Crédito,Não
709,73,,RJ,Básico,47,55.0,24,11,3,Débito Automático,Não
710,39,Masculino,CE,Básico,16,77.0,48,6,6,Débito Automático,Não
711,50,Masculino,PE,Básico,11,58.0,105,5,5,Boleto,Não
712,26,Masculino,CE,Padrão,53,116.0,23,8,6,Cartão de Crédito,Não
713,63,Masculino,PE,Premium,9,200.0,102,6,6,Cartão de Crédito,Sim
714,60,Feminino,PE,Premium,20,167.0,56,10,5,Débito Automático,Não
715,64,Masculino,PE,Premium,41,161.0,62,4,4,Boleto,Não
716,74,Feminino,RJ,Premium,57,243.0,9,6,6,Débito Automático,Sim
717,42,Feminino,BA,Premium,17,196.0,101,3,0,Boleto,Não
718,19,Masculino,SP,Básico,70,68.0,112,12,2,Débito Automático,Não
719,34,Feminino,RS,Premium,65,166.0,78,12,5,,Não
720,47,Masculino,BA,Padrão,31,137.0,43,9,5,Débito Automático,Não
721,60,Masculino,BA,Premium,18,226.0,63,11,1,Cartão de Crédito,Sim
722,27,Masculino,CE,Premium,55,170.0,32,1,0,Pix,Não
723,22,Feminino,CE,Padrão,68,127.0,86,8,6,Pix,Sim
724,46,Feminino,MG,Premium,63,180.0,95,2,4,Cartão de Crédito,Sim
725,62,Masculino,PE,Básico,59,65.0,19,8,2,Cartão de Crédito,Não
726,41,Feminino,RS,Premium,38,179.0,42,1,2,Pix,Não
727,19,Masculino,MG,Básico,19,75.0,109,0,2,Pix,Não
